Date,AirPort,Max TemperatureC,MeanDew PointC,Max Humidity,Max Sea Level PressurehPa,Max VisibilityKm,Mean VisibilityKm,Min VisibilitykM,Max Wind SpeedKm/h,Mean Wind SpeedKm/h,Precipitationmm,CloudCover,WindDirDegrees,Rain,Thunderstorm,Fog,Snow,Hail,Tornado,latitude_deg,longitude_deg,elevation_ft,2018,2017,2016,2015,2017GDPPerCapita,Weekday,Weekend,Weekend_approx,Busiest_top5,National_holidays,State_holidays,OtherAirports,M,N,S,W,arrival_avg_WeeksToDeparture,arrival_avg_stdwtd,arrival_avg_output,departure_avg_WeeksToDeparture,departure_avg_stdwtd,departure_avg_output,DistanceToClosestHoliday,Fog_importance,Tornado_Magnitude
2012-06-13,PHX,42,-2,21,1006,16,16,16,26,11,0.0,1,201,1,0,0,0,0,0,33.43429946899414,-112.01200103759766,1135.0,21623842,21185458,20896265,21351445,44534.0,2,0,0,0,0,0,0,0,0,0,1,10.265658744841904,7.646318629929341,10.585008241592703,10.819438548300646,8.225828419479425,10.599329868850075,16,0,0
2012-06-14,PHX,42,-1,18,1008,16,16,16,37,15,0.0,0,170,1,0,0,0,0,0,33.43429946899414,-112.01200103759766,1135.0,21623842,21185458,20896265,21351445,44534.0,3,0,0,0,0,0,0,0,0,0,1,10.265658744841904,7.646318629929341,10.585008241592703,10.819438548300646,8.225828419479425,10.599329868850075,17,0,0
2012-06-15,PHX,39,1,22,1009,16,16,16,37,13,0.0,0,201,1,0,0,0,0,0,33.43429946899414,-112.01200103759766,1135.0,21623842,21185458,20896265,21351445,44534.0,4,0,1,0,0,0,0,0,0,0,1,10.265658744841904,7.646318629929341,10.585008241592703,10.819438548300646,8.225828419479425,10.599329868850075,18,0,0
2012-06-16,PHX,41,4,21,1011,16,14,1,45,9,0.0,3,187,1,0,0,0,0,0,33.43429946899414,-112.01200103759766,1135.0,21623842,21185458,20896265,21351445,44534.0,5,1,0,0,0,0,0,0,0,0,1,10.265658744841904,7.646318629929341,10.585008241592703,10.819438548300646,8.225828419479425,10.599329868850075,18,0,0
2012-06-17,PHX,43,7,37,1010,16,16,16,27,9,0.0,1,232,1,0,0,0,0,0,33.43429946899414,-112.01200103759766,1135.0,21623842,21185458,20896265,21351445,44534.0,6,1,1,0,0,0,0,0,0,0,1,10.265658744841904,7.646318629929341,10.585008241592703,10.819438548300646,8.225828419479425,10.599329868850075,17,0,0
2012-06-18,PHX,44,2,24,1006,16,16,16,42,17,0.0,0,257,1,0,0,0,0,0,33.43429946899414,-112.01200103759766,1135.0,21623842,21185458,20896265,21351445,44534.0,0,0,0,0,0,0,0,0,0,0,1,10.265658744841904,7.646318629929341,10.585008241592703,10.819438548300646,8.225828419479425,10.599329868850075,16,0,0
2012-06-19,PHX,42,-6,20,1005,16,16,16,37,12,0.0,0,258,1,0,0,0,0,0,33.43429946899414,-112.01200103759766,1135.0,21623842,21185458,20896265,21351445,44534.0,1,0,0,0,0,0,0,0,0,0,1,10.265658744841904,7.646318629929341,10.585008241592703,10.819438548300646,8.225828419479425,10.599329868850075,15,0,0
2012-06-20,PHX,43,-6,14,1005,16,16,16,24,12,0.0,0,283,1,0,0,0,0,0,33.43429946899414,-112.01200103759766,1135.0,21623842,21185458,20896265,21351445,44534.0,2,0,0,0,0,0,0,0,0,0,1,10.265658744841904,7.646318629929341,10.585008241592703,10.819438548300646,8.225828419479425,10.599329868850075,14,0,0
2012-06-21,PHX,43,2,25,1009,16,16,16,24,10,0.0,0,314,1,0,0,0,0,0,33.43429946899414,-112.01200103759766,1135.0,21623842,21185458,20896265,21351445,44534.0,3,0,0,0,0,0,0,0,0,0,1,10.265658744841904,7.646318629929341,10.585008241592703,10.819438548300646,8.225828419479425,10.599329868850075,13,0,0
2012-06-22,PHX,42,3,23,1007,16,16,16,29,10,0.0,0,292,1,0,0,0,0,0,33.43429946899414,-112.01200103759766,1135.0,21623842,21185458,20896265,21351445,44534.0,4,0,1,0,0,0,0,0,0,0,1,10.265658744841904,7.646318629929341,10.585008241592703,10.819438548300646,8.225828419479425,10.599329868850075,12,0,0
2012-06-23,PHX,42,3,23,1007,16,16,16,34,11,0.0,2,254,1,0,0,0,0,0,33.43429946899414,-112.01200103759766,1135.0,21623842,21185458,20896265,21351445,44534.0,5,1,0,0,0,0,0,0,0,0,1,10.265658744841904,7.646318629929341,10.585008241592703,10.819438548300646,8.225828419479425,10.599329868850075,11,0,0
2012-06-24,PHX,41,9,24,1011,16,16,16,32,14,0.0,3,281,1,0,0,0,0,0,33.43429946899414,-112.01200103759766,1135.0,21623842,21185458,20896265,21351445,44534.0,6,1,1,0,0,0,0,0,0,0,1,10.265658744841904,7.646318629929341,10.585008241592703,10.819438548300646,8.225828419479425,10.599329868850075,10,0,0
2012-06-25,PHX,42,8,26,1013,16,16,16,24,12,0.0,2,287,1,0,0,0,0,0,33.43429946899414,-112.01200103759766,1135.0,21623842,21185458,20896265,21351445,44534.0,0,0,0,0,0,0,0,0,0,0,1,10.265658744841904,7.646318629929341,10.585008241592703,10.819438548300646,8.225828419479425,10.599329868850075,9,0,0
2012-06-26,PHX,43,10,26,1007,16,15,8,42,10,0.0,3,255,1,0,0,0,0,0,33.43429946899414,-112.01200103759766,1135.0,21623842,21185458,20896265,21351445,44534.0,1,0,0,0,0,0,0,0,0,0,1,10.265658744841904,7.646318629929341,10.585008241592703,10.819438548300646,8.225828419479425,10.599329868850075,8,0,0
2012-06-27,PHX,43,14,36,1010,16,12,2,48,12,0.0,3,129,1,0,0,0,0,0,33.43429946899414,-112.01200103759766,1135.0,21623842,21185458,20896265,21351445,44534.0,2,0,0,0,0,0,0,0,0,0,1,10.265658744841904,7.646318629929341,10.585008241592703,10.819438548300646,8.225828419479425,10.599329868850075,7,0,0
2012-06-28,PHX,43,13,38,1012,16,16,13,32,11,0.0,2,254,1,0,0,0,0,0,33.43429946899414,-112.01200103759766,1135.0,21623842,21185458,20896265,21351445,44534.0,3,0,0,0,0,0,0,0,0,0,1,10.265658744841904,7.646318629929341,10.585008241592703,10.819438548300646,8.225828419479425,10.599329868850075,6,0,0
2012-06-29,PHX,43,11,32,1011,16,16,16,32,13,0.0,1,271,1,0,0,0,0,0,33.43429946899414,-112.01200103759766,1135.0,21623842,21185458,20896265,21351445,44534.0,4,0,1,0,0,0,0,0,0,0,1,10.265658744841904,7.646318629929341,10.585008241592703,10.819438548300646,8.225828419479425,10.599329868850075,5,0,0
2012-06-30,PHX,43,7,26,1010,16,16,16,40,14,0.0,2,279,1,0,0,0,0,0,33.43429946899414,-112.01200103759766,1135.0,21623842,21185458,20896265,21351445,44534.0,5,1,0,0,0,0,0,0,0,0,1,10.265658744841904,7.646318629929341,10.585008241592703,10.819438548300646,8.225828419479425,10.599329868850075,4,0,0
2012-07-01,PHX,43,1,23,1006,16,16,16,26,11,0.0,4,262,1,0,0,0,0,0,33.43429946899414,-112.01200103759766,1135.0,21623842,21185458,20896265,21351445,44534.0,6,1,1,0,0,0,0,0,0,0,1,10.265658744841904,7.646318629929341,10.585008241592703,10.819438548300646,8.225828419479425,10.599329868850075,3,0,0
2012-07-02,PHX,41,8,26,1007,16,16,16,29,14,0.1,4,279,1,0,0,0,0,0,33.43429946899414,-112.01200103759766,1135.0,21623842,21185458,20896265,21351445,44534.0,0,0,0,0,0,0,0,0,0,0,1,10.265658744841904,7.646318629929341,10.585008241592703,10.819438548300646,8.225828419479425,10.599329868850075,2,0,0
2012-07-03,PHX,38,14,37,1009,16,16,16,35,19,0.1,4,284,1,0,0,0,0,0,33.43429946899414,-112.01200103759766,1135.0,21623842,21185458,20896265,21351445,44534.0,1,0,0,0,0,0,0,0,0,0,1,10.265658744841904,7.646318629929341,10.585008241592703,10.819438548300646,8.225828419479425,10.599329868850075,1,0,0
2012-07-04,PHX,33,19,82,1012,16,16,13,27,12,3.56,7,190,1,0,0,0,0,0,33.43429946899414,-112.01200103759766,1135.0,21623842,21185458,20896265,21351445,44534.0,2,0,0,0,1,1,0,0,0,0,1,10.265658744841904,7.646318629929341,10.585008241592703,10.819438548300646,8.225828419479425,10.599329868850075,0,0,0
2012-07-05,PHX,37,17,76,1013,16,16,16,26,9,0.0,3,248,1,0,0,0,0,0,33.43429946899414,-112.01200103759766,1135.0,21623842,21185458,20896265,21351445,44534.0,3,0,0,0,0,0,0,0,0,0,1,10.265658744841904,7.646318629929341,10.585008241592703,10.819438548300646,8.225828419479425,10.599329868850075,1,0,0
2012-07-06,PHX,40,7,36,1012,16,16,16,34,15,0.0,3,278,1,0,0,0,0,0,33.43429946899414,-112.01200103759766,1135.0,21623842,21185458,20896265,21351445,44534.0,4,0,1,0,0,0,0,0,0,0,1,10.265658744841904,7.646318629929341,10.585008241592703,10.819438548300646,8.225828419479425,10.599329868850075,2,0,0
2012-07-07,PHX,43,2,18,1010,16,16,16,34,13,0.0,4,262,1,0,0,0,0,0,33.43429946899414,-112.01200103759766,1135.0,21623842,21185458,20896265,21351445,44534.0,5,1,0,0,0,0,0,0,0,0,1,10.265658744841904,7.646318629929341,10.585008241592703,10.819438548300646,8.225828419479425,10.599329868850075,3,0,0
2012-07-08,PHX,43,9,36,1011,16,16,16,29,12,0.0,4,166,1,0,0,0,0,0,33.43429946899414,-112.01200103759766,1135.0,21623842,21185458,20896265,21351445,44534.0,6,1,1,0,0,0,0,0,0,0,1,10.265658744841904,7.646318629929341,10.585008241592703,10.819438548300646,8.225828419479425,10.599329868850075,4,0,0
2012-07-09,PHX,45,9,31,1010,16,16,16,27,11,0.0,4,232,1,0,0,0,0,0,33.43429946899414,-112.01200103759766,1135.0,21623842,21185458,20896265,21351445,44534.0,0,0,0,0,0,0,0,0,0,0,1,10.265658744841904,7.646318629929341,10.585008241592703,10.819438548300646,8.225828419479425,10.599329868850075,5,0,0
2012-07-10,PHX,44,11,27,1009,16,16,16,39,12,0.0,5,128,1,0,0,0,0,0,33.43429946899414,-112.01200103759766,1135.0,21623842,21185458,20896265,21351445,44534.0,1,0,0,0,0,0,0,0,0,0,1,10.265658744841904,7.646318629929341,10.585008241592703,10.819438548300646,8.225828419479425,10.599329868850075,6,0,0
2012-07-11,PHX,44,15,36,1011,16,13,3,39,13,0.1,6,138,1,1,0,0,0,0,33.43429946899414,-112.01200103759766,1135.0,21623842,21185458,20896265,21351445,44534.0,2,0,0,0,0,0,0,0,0,0,1,10.265658744841904,7.646318629929341,10.585008241592703,10.819438548300646,8.225828419479425,10.599329868850075,7,0,0
2012-07-12,PHX,41,19,65,1012,16,15,3,60,12,6.1,7,280,1,1,0,0,0,0,33.43429946899414,-112.01200103759766,1135.0,21623842,21185458,20896265,21351445,44534.0,3,0,0,0,0,0,0,0,0,0,1,10.265658744841904,7.646318629929341,10.585008241592703,10.819438548300646,8.225828419479425,10.599329868850075,8,0,0
2012-07-13,PHX,35,19,65,1015,16,16,16,37,10,4.32,7,151,1,1,0,0,0,0,33.43429946899414,-112.01200103759766,1135.0,21623842,21185458,20896265,21351445,44534.0,4,0,1,0,0,0,0,0,0,0,1,10.265658744841904,7.646318629929341,10.585008241592703,10.819438548300646,8.225828419479425,10.599329868850075,9,0,0
2012-07-14,PHX,36,21,67,1012,16,15,2,50,9,4.57,6,136,1,1,0,0,0,0,33.43429946899414,-112.01200103759766,1135.0,21623842,21185458,20896265,21351445,44534.0,5,1,0,0,0,0,0,0,0,0,1,10.265658744841904,7.646318629929341,10.585008241592703,10.819438548300646,8.225828419479425,10.599329868850075,10,0,0
2012-07-15,PHX,38,19,76,1012,16,13,2,37,11,1.02,5,126,1,1,0,0,0,0,33.43429946899414,-112.01200103759766,1135.0,21623842,21185458,20896265,21351445,44534.0,6,1,1,0,0,0,0,0,0,0,1,10.265658744841904,7.646318629929341,10.585008241592703,10.819438548300646,8.225828419479425,10.599329868850075,11,0,0
2012-07-16,PHX,39,14,67,1010,16,16,16,26,12,0.0,3,167,1,0,0,0,0,0,33.43429946899414,-112.01200103759766,1135.0,21623842,21185458,20896265,21351445,44534.0,0,0,0,0,0,0,0,0,0,0,1,10.265658744841904,7.646318629929341,10.585008241592703,10.819438548300646,8.225828419479425,10.599329868850075,12,0,0
2012-07-17,PHX,39,8,34,1011,16,16,16,27,11,0.0,3,184,1,0,0,0,0,0,33.43429946899414,-112.01200103759766,1135.0,21623842,21185458,20896265,21351445,44534.0,1,0,0,0,0,0,0,0,0,0,1,10.265658744841904,7.646318629929341,10.585008241592703,10.819438548300646,8.225828419479425,10.599329868850075,13,0,0
2012-07-18,PHX,41,3,23,1011,16,16,16,27,11,0.0,2,265,1,0,0,0,0,0,33.43429946899414,-112.01200103759766,1135.0,21623842,21185458,20896265,21351445,44534.0,2,0,0,0,0,0,0,0,0,0,1,10.265658744841904,7.646318629929341,10.585008241592703,10.819438548300646,8.225828419479425,10.599329868850075,14,0,0
2012-07-19,PHX,42,8,24,1011,16,16,16,32,14,0.0,5,262,1,0,0,0,0,0,33.43429946899414,-112.01200103759766,1135.0,21623842,21185458,20896265,21351445,44534.0,3,0,0,0,0,0,0,0,0,0,1,10.265658744841904,7.646318629929341,10.585008241592703,10.819438548300646,8.225828419479425,10.599329868850075,15,0,0
2012-07-20,PHX,43,12,35,1012,16,16,16,40,12,0.1,5,125,1,0,0,0,0,0,33.43429946899414,-112.01200103759766,1135.0,21623842,21185458,20896265,21351445,44534.0,4,0,1,0,0,0,0,0,0,0,1,10.265658744841904,7.646318629929341,10.585008241592703,10.819438548300646,8.225828419479425,10.599329868850075,16,0,0
2012-07-21,PHX,42,17,55,1012,16,14,2,63,13,0.1,5,104,1,1,0,0,0,0,33.43429946899414,-112.01200103759766,1135.0,21623842,21185458,20896265,21351445,44534.0,5,1,0,0,0,0,0,0,0,0,1,10.265658744841904,7.646318629929341,10.585008241592703,10.819438548300646,8.225828419479425,10.599329868850075,17,0,0
2012-07-22,PHX,41,18,63,1012,16,15,4,37,12,0.0,6,144,1,0,0,0,0,0,33.43429946899414,-112.01200103759766,1135.0,21623842,21185458,20896265,21351445,44534.0,6,1,1,0,0,0,0,0,0,0,1,10.265658744841904,7.646318629929341,10.585008241592703,10.819438548300646,8.225828419479425,10.599329868850075,18,0,0
2012-07-23,PHX,41,17,51,1012,16,14,2,32,11,0.0,5,177,1,0,0,0,0,0,33.43429946899414,-112.01200103759766,1135.0,21623842,21185458,20896265,21351445,44534.0,0,0,0,0,0,0,0,0,0,0,1,10.265658744841904,7.646318629929341,10.585008241592703,10.819438548300646,8.225828419479425,10.599329868850075,19,0,0
2012-07-24,PHX,40,17,51,1011,16,16,16,45,18,0.0,5,95,1,0,0,0,0,0,33.43429946899414,-112.01200103759766,1135.0,21623842,21185458,20896265,21351445,44534.0,1,0,0,0,0,0,0,0,0,0,1,10.265658744841904,7.646318629929341,10.585008241592703,10.819438548300646,8.225828419479425,10.599329868850075,20,0,0
2012-07-25,PHX,41,13,48,1011,16,16,16,26,11,0.0,4,176,1,0,0,0,0,0,33.43429946899414,-112.01200103759766,1135.0,21623842,21185458,20896265,21351445,44534.0,2,0,0,0,0,0,0,0,0,0,1,10.265658744841904,7.646318629929341,10.585008241592703,10.819438548300646,8.225828419479425,10.599329868850075,21,0,0
2012-07-26,PHX,42,10,28,1010,16,16,16,32,12,0.0,3,264,1,0,0,0,0,0,33.43429946899414,-112.01200103759766,1135.0,21623842,21185458,20896265,21351445,44534.0,3,0,0,0,0,0,0,0,0,0,1,10.265658744841904,7.646318629929341,10.585008241592703,10.819438548300646,8.225828419479425,10.599329868850075,22,0,0
2012-07-27,PHX,43,9,32,1010,16,16,16,24,10,0.0,5,271,1,0,0,0,0,0,33.43429946899414,-112.01200103759766,1135.0,21623842,21185458,20896265,21351445,44534.0,4,0,1,0,0,0,0,0,0,0,1,10.265658744841904,7.646318629929341,10.585008241592703,10.819438548300646,8.225828419479425,10.599329868850075,23,0,0
2012-07-28,PHX,38,17,85,1014,16,16,10,52,14,4.06,7,140,1,0,0,0,0,0,33.43429946899414,-112.01200103759766,1135.0,21623842,21185458,20896265,21351445,44534.0,5,1,0,0,0,0,0,0,0,0,1,10.265658744841904,7.646318629929341,10.585008241592703,10.819438548300646,8.225828419479425,10.599329868850075,24,0,0
2012-07-29,PHX,40,20,79,1013,16,15,4,56,8,0.76,6,122,1,1,0,0,0,0,33.43429946899414,-112.01200103759766,1135.0,21623842,21185458,20896265,21351445,44534.0,6,1,1,0,0,0,0,0,0,0,1,10.265658744841904,7.646318629929341,10.585008241592703,10.819438548300646,8.225828419479425,10.599329868850075,25,0,0
2012-07-30,PHX,38,19,74,1013,16,16,16,34,14,0.1,5,171,1,0,0,0,0,0,33.43429946899414,-112.01200103759766,1135.0,21623842,21185458,20896265,21351445,44534.0,0,0,0,0,0,0,0,0,0,0,1,10.265658744841904,7.646318629929341,10.585008241592703,10.819438548300646,8.225828419479425,10.599329868850075,26,0,0
2012-07-31,PHX,40,18,64,1014,16,16,16,42,11,0.1,4,212,1,0,0,0,0,0,33.43429946899414,-112.01200103759766,1135.0,21623842,21185458,20896265,21351445,44534.0,1,0,0,0,0,0,0,0,0,0,1,10.265658744841904,7.646318629929341,10.585008241592703,10.819438548300646,8.225828419479425,10.599329868850075,27,0,0
2012-08-01,PHX,39,14,56,1014,16,16,16,26,11,0.0,2,253,1,0,0,0,0,0,33.43429946899414,-112.01200103759766,1135.0,21623842,21185458,20896265,21351445,44534.0,2,0,0,0,0,0,0,0,0,0,1,10.265658744841904,7.646318629929341,10.585008241592703,10.819438548300646,8.225828419479425,10.599329868850075,28,0,0
2012-08-02,PHX,42,12,40,1012,16,16,16,26,7,0.0,2,237,1,0,0,0,0,0,33.43429946899414,-112.01200103759766,1135.0,21623842,21185458,20896265,21351445,44534.0,3,0,0,0,0,0,0,0,0,0,1,10.265658744841904,7.646318629929341,10.585008241592703,10.819438548300646,8.225828419479425,10.599329868850075,29,0,0
2012-08-03,PHX,43,12,39,1009,16,16,16,21,9,0.0,3,280,1,0,0,0,0,0,33.43429946899414,-112.01200103759766,1135.0,21623842,21185458,20896265,21351445,44534.0,4,0,1,0,0,0,0,0,0,0,1,10.265658744841904,7.646318629929341,10.585008241592703,10.819438548300646,8.225828419479425,10.599329868850075,30,0,0
2012-08-04,PHX,44,9,32,1008,16,16,16,23,9,0.0,3,313,1,0,0,0,0,0,33.43429946899414,-112.01200103759766,1135.0,21623842,21185458,20896265,21351445,44534.0,5,1,0,0,0,0,0,0,0,0,1,10.265658744841904,7.646318629929341,10.585008241592703,10.819438548300646,8.225828419479425,10.599329868850075,30,0,0
2012-08-05,PHX,42,11,32,1015,16,16,14,40,11,0.1,5,197,1,0,0,0,0,0,33.43429946899414,-112.01200103759766,1135.0,21623842,21185458,20896265,21351445,44534.0,6,1,1,0,0,0,0,0,0,0,1,10.265658744841904,7.646318629929341,10.585008241592703,10.819438548300646,8.225828419479425,10.599329868850075,29,0,0
2012-08-06,PHX,44,14,38,1014,16,16,16,35,10,0.1,3,119,1,0,0,0,0,0,33.43429946899414,-112.01200103759766,1135.0,21623842,21185458,20896265,21351445,44534.0,0,0,0,0,0,0,0,0,0,0,1,10.265658744841904,7.646318629929341,10.585008241592703,10.819438548300646,8.225828419479425,10.599329868850075,28,0,0
2012-08-07,PHX,44,14,38,1011,16,16,16,23,10,0.0,2,258,1,0,0,0,0,0,33.43429946899414,-112.01200103759766,1135.0,21623842,21185458,20896265,21351445,44534.0,1,0,0,0,0,0,0,0,0,0,1,10.265658744841904,7.646318629929341,10.585008241592703,10.819438548300646,8.225828419479425,10.599329868850075,27,0,0
2012-08-08,PHX,47,12,30,1009,16,16,13,42,13,0.0,3,258,1,0,0,0,0,0,33.43429946899414,-112.01200103759766,1135.0,21623842,21185458,20896265,21351445,44534.0,2,0,0,0,0,0,0,0,0,0,1,10.265658744841904,7.646318629929341,10.585008241592703,10.819438548300646,8.225828419479425,10.599329868850075,26,0,0
2012-08-09,PHX,46,12,32,1011,16,16,16,24,7,0.0,3,179,1,0,0,0,0,0,33.43429946899414,-112.01200103759766,1135.0,21623842,21185458,20896265,21351445,44534.0,3,0,0,0,0,0,0,0,0,0,1,10.265658744841904,7.646318629929341,10.585008241592703,10.819438548300646,8.225828419479425,10.599329868850075,25,0,0
2012-08-10,PHX,45,12,34,1009,16,16,16,21,9,0.0,1,268,1,0,0,0,0,0,33.43429946899414,-112.01200103759766,1135.0,21623842,21185458,20896265,21351445,44534.0,4,0,1,0,0,0,0,0,0,0,1,10.265658744841904,7.646318629929341,10.585008241592703,10.819438548300646,8.225828419479425,10.599329868850075,24,0,0
2012-08-11,PHX,43,12,32,1009,16,14,1,34,9,0.0,5,158,1,0,0,0,0,0,33.43429946899414,-112.01200103759766,1135.0,21623842,21185458,20896265,21351445,44534.0,5,1,0,0,0,0,0,0,0,0,1,10.265658744841904,7.646318629929341,10.585008241592703,10.819438548300646,8.225828419479425,10.599329868850075,23,0,0
2012-08-12,PHX,46,11,32,1008,16,16,16,21,8,0.0,4,149,1,0,0,0,0,0,33.43429946899414,-112.01200103759766,1135.0,21623842,21185458,20896265,21351445,44534.0,6,1,1,0,0,0,0,0,0,0,1,10.265658744841904,7.646318629929341,10.585008241592703,10.819438548300646,8.225828419479425,10.599329868850075,22,0,0
2012-08-13,PHX,46,11,30,1009,16,16,10,47,11,0.1,3,198,1,0,0,0,0,0,33.43429946899414,-112.01200103759766,1135.0,21623842,21185458,20896265,21351445,44534.0,0,0,0,0,0,0,0,0,0,0,1,10.265658744841904,7.646318629929341,10.585008241592703,10.819438548300646,8.225828419479425,10.599329868850075,21,0,0
2012-08-14,PHX,45,13,58,1008,16,15,4,53,10,1.27,5,172,1,1,0,0,0,0,33.43429946899414,-112.01200103759766,1135.0,21623842,21185458,20896265,21351445,44534.0,1,0,0,0,0,0,0,0,0,0,1,10.265658744841904,7.646318629929341,10.585008241592703,10.819438548300646,8.225828419479425,10.599329868850075,20,0,0
2012-08-15,PHX,37,18,65,1011,16,14,4,34,14,0.1,6,242,1,0,0,0,0,0,33.43429946899414,-112.01200103759766,1135.0,21623842,21185458,20896265,21351445,44534.0,2,0,0,0,0,0,0,0,0,0,1,10.265658744841904,7.646318629929341,10.585008241592703,10.819438548300646,8.225828419479425,10.599329868850075,19,0,0
2012-08-16,PHX,37,18,50,1014,16,16,13,37,13,0.76,6,283,1,0,0,0,0,0,33.43429946899414,-112.01200103759766,1135.0,21623842,21185458,20896265,21351445,44534.0,3,0,0,0,0,0,0,0,0,0,1,10.265658744841904,7.646318629929341,10.585008241592703,10.819438548300646,8.225828419479425,10.599329868850075,18,0,0
2012-08-17,PHX,36,21,82,1015,16,16,11,40,11,4.32,6,235,1,1,0,0,0,0,33.43429946899414,-112.01200103759766,1135.0,21623842,21185458,20896265,21351445,44534.0,4,0,1,0,0,0,0,0,0,0,1,10.265658744841904,7.646318629929341,10.585008241592703,10.819438548300646,8.225828419479425,10.599329868850075,17,0,0
2012-08-18,PHX,38,19,65,1013,16,16,16,27,11,0.0,4,242,1,0,0,0,0,0,33.43429946899414,-112.01200103759766,1135.0,21623842,21185458,20896265,21351445,44534.0,5,1,0,0,0,0,0,0,0,0,1,10.265658744841904,7.646318629929341,10.585008241592703,10.819438548300646,8.225828419479425,10.599329868850075,16,0,0
2012-08-19,PHX,40,18,65,1010,16,16,11,39,12,0.0,4,262,1,0,0,0,0,0,33.43429946899414,-112.01200103759766,1135.0,21623842,21185458,20896265,21351445,44534.0,6,1,1,0,0,0,0,0,0,0,1,10.265658744841904,7.646318629929341,10.585008241592703,10.819438548300646,8.225828419479425,10.599329868850075,15,0,0
2012-08-20,PHX,41,18,50,1012,16,16,13,27,12,0.0,4,200,0,1,0,0,0,0,33.43429946899414,-112.01200103759766,1135.0,21623842,21185458,20896265,21351445,44534.0,0,0,0,0,0,0,0,0,0,0,1,10.265658744841904,7.646318629929341,10.585008241592703,10.819438548300646,8.225828419479425,10.599329868850075,14,0,0
2012-08-21,PHX,39,19,88,1015,16,15,4,47,17,8.38,6,285,1,1,0,0,0,0,33.43429946899414,-112.01200103759766,1135.0,21623842,21185458,20896265,21351445,44534.0,1,0,0,0,0,0,0,0,0,0,1,10.265658744841904,7.646318629929341,10.585008241592703,10.819438548300646,8.225828419479425,10.599329868850075,13,0,0
2012-08-22,PHX,33,22,87,1012,16,16,16,27,11,1.78,5,131,1,0,0,0,0,0,33.43429946899414,-112.01200103759766,1135.0,21623842,21185458,20896265,21351445,44534.0,2,0,0,0,0,0,0,0,0,0,1,10.265658744841904,7.646318629929341,10.585008241592703,10.819438548300646,8.225828419479425,10.599329868850075,12,0,0
2012-08-23,PHX,34,21,94,1012,16,15,2,50,11,20.32,6,187,1,1,0,0,0,0,33.43429946899414,-112.01200103759766,1135.0,21623842,21185458,20896265,21351445,44534.0,3,0,0,0,0,0,0,0,0,0,1,10.265658744841904,7.646318629929341,10.585008241592703,10.819438548300646,8.225828419479425,10.599329868850075,11,0,0
2012-08-24,PHX,37,19,71,1011,16,16,16,23,9,0.0,3,120,1,0,0,0,0,0,33.43429946899414,-112.01200103759766,1135.0,21623842,21185458,20896265,21351445,44534.0,4,0,1,0,0,0,0,0,0,0,1,10.265658744841904,7.646318629929341,10.585008241592703,10.819438548300646,8.225828419479425,10.599329868850075,10,0,0
2012-08-25,PHX,39,16,64,1008,16,16,16,24,8,0.0,2,249,1,0,0,0,0,0,33.43429946899414,-112.01200103759766,1135.0,21623842,21185458,20896265,21351445,44534.0,5,1,0,0,0,0,0,0,0,0,1,10.265658744841904,7.646318629929341,10.585008241592703,10.819438548300646,8.225828419479425,10.599329868850075,9,0,0
2012-08-26,PHX,41,13,52,1011,16,16,16,24,7,0.0,2,277,1,0,0,0,0,0,33.43429946899414,-112.01200103759766,1135.0,21623842,21185458,20896265,21351445,44534.0,6,1,1,0,0,0,0,0,0,0,1,10.265658744841904,7.646318629929341,10.585008241592703,10.819438548300646,8.225828419479425,10.599329868850075,8,0,0
2012-08-27,PHX,42,14,44,1012,16,16,16,19,7,0.0,3,91,1,0,0,0,0,0,33.43429946899414,-112.01200103759766,1135.0,21623842,21185458,20896265,21351445,44534.0,0,0,0,0,0,0,0,0,0,0,1,10.265658744841904,7.646318629929341,10.585008241592703,10.819438548300646,8.225828419479425,10.599329868850075,7,0,0
2012-08-28,PHX,43,14,46,1011,16,16,16,24,10,0.0,2,102,1,0,0,0,0,0,33.43429946899414,-112.01200103759766,1135.0,21623842,21185458,20896265,21351445,44534.0,1,0,0,0,0,0,0,0,0,0,1,10.265658744841904,7.646318629929341,10.585008241592703,10.819438548300646,8.225828419479425,10.599329868850075,6,0,0
2012-08-29,PHX,41,16,48,1011,16,16,14,29,10,0.1,2,201,1,0,0,0,0,0,33.43429946899414,-112.01200103759766,1135.0,21623842,21185458,20896265,21351445,44534.0,2,0,0,0,0,0,0,0,0,0,1,10.265658744841904,7.646318629929341,10.585008241592703,10.819438548300646,8.225828419479425,10.599329868850075,5,0,0
2012-08-30,PHX,39,18,55,1009,16,16,16,35,14,0.0,3,280,1,0,0,0,0,0,33.43429946899414,-112.01200103759766,1135.0,21623842,21185458,20896265,21351445,44534.0,3,0,0,0,0,0,0,0,0,0,1,10.265658744841904,7.646318629929341,10.585008241592703,10.819438548300646,8.225828419479425,10.599329868850075,4,0,0
2012-08-31,PHX,39,17,48,1012,16,16,16,24,9,0.0,4,235,1,0,0,0,0,0,33.43429946899414,-112.01200103759766,1135.0,21623842,21185458,20896265,21351445,44534.0,4,0,1,0,0,0,0,0,0,0,1,10.265658744841904,7.646318629929341,10.585008241592703,10.819438548300646,8.225828419479425,10.599329868850075,3,0,0
